channel group,DateHour,Users,Sessions,Engaged Sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Hour
Referral,2024-04-06 15:00:00,42,45,31,90.0222222222222,0.738095238095238,5.4,0.688888888888889,243,15
Referral,2024-04-06 20:00:00,42,51,34,90.1176470588235,0.80952380952381,6.82352941176471,0.666666666666667,348,20
Referral,2024-04-08 09:00:00,42,47,35,61.1702127659574,0.833333333333333,5.25531914893617,0.74468085106383,247,9
Referral,2024-04-14 11:00:00,42,46,30,71.1086956521739,0.714285714285714,6.84782608695652,0.652173913043478,315,11
Referral,2024-04-14 18:00:00,42,47,33,108.0,0.785714285714286,5.61702127659575,0.702127659574468,264,18
Referral,2024-04-14 22:00:00,42,54,35,76.3703703703704,0.833333333333333,6.7037037037037,0.648148148148148,362,22
Referral,2024-04-20 18:00:00,42,47,34,70.1063829787234,0.80952380952381,5.76595744680851,0.723404255319149,271,18
Referral,2024-04-21 11:00:00,42,46,37,89.6739130434783,0.880952380952381,6.36956521739131,0.804347826086957,293,11
Referral,2024-04-21 18:00:00,42,47,33,75.9574468085106,0.785714285714286,5.1063829787234,0.702127659574468,240,18
Referral,2024-04-27 10:00:00,42,47,34,173.404255319149,0.80952380952381,10.5957446808511,0.723404255319149,498,10
Referral,2024-04-27 15:00:00,42,49,33,64.1428571428571,0.785714285714286,5.95918367346939,0.673469387755102,292,15
Referral,2024-04-27 21:00:00,42,48,27,53.33333333333329,0.642857142857143,5.0,0.5625,240,21
Referral,2024-04-29 09:00:00,42,50,37,50.28,0.880952380952381,5.86,0.74,293,9
Direct,2024-04-06 18:00:00,41,55,23,43.0727272727273,0.560975609756098,4.36363636363636,0.418181818181818,240,18
Direct,2024-04-07 11:00:00,41,55,25,24.2909090909091,0.609756097560976,3.18181818181818,0.454545454545455,175,11
Direct,2024-04-07 16:00:00,41,47,23,62.8723404255319,0.560975609756098,5.4468085106383,0.48936170212766,256,16
Direct,2024-04-09 13:00:00,41,53,24,51.0754716981132,0.585365853658537,3.54716981132076,0.452830188679245,188,13
Direct,2024-04-10 20:00:00,41,55,19,20.1636363636364,0.463414634146342,3.01818181818182,0.345454545454545,166,20
Direct,2024-04-11 12:00:00,41,52,27,64.0576923076923,0.658536585365854,3.90384615384615,0.519230769230769,203,12
Direct,2024-04-13 10:00:00,41,45,22,23.8666666666667,0.536585365853659,3.64444444444444,0.488888888888889,164,10
Direct,2024-04-14 14:00:00,41,58,24,34.1379310344828,0.585365853658537,4.82758620689655,0.413793103448276,280,14
Direct,2024-04-16 09:00:00,41,52,28,37.1730769230769,0.682926829268293,4.32692307692308,0.538461538461538,225,9
Direct,2024-04-16 17:00:00,41,49,19,47.8571428571429,0.463414634146342,4.81632653061225,0.387755102040816,236,17
Direct,2024-04-17 08:00:00,41,50,25,66.16,0.609756097560976,5.88,0.5,294,8
Direct,2024-04-19 08:00:00,41,50,29,39.74,0.707317073170732,4.56,0.58,228,8
Direct,2024-04-20 10:00:00,41,55,32,49.9818181818182,0.780487804878049,4.34545454545455,0.581818181818182,239,10
Direct,2024-04-20 14:00:00,41,51,26,48.3137254901961,0.634146341463415,3.86274509803922,0.509803921568627,197,14
Direct,2024-04-20 15:00:00,41,50,27,53.64,0.658536585365854,3.88,0.54,194,15
Direct,2024-04-20 21:00:00,41,54,22,46.2222222222222,0.536585365853659,4.35185185185185,0.407407407407407,235,21
Direct,2024-04-24 17:00:00,41,53,19,13.5849056603774,0.463414634146342,3.43396226415094,0.358490566037736,182,17
Direct,2024-04-25 09:00:00,41,52,28,52.4807692307692,0.682926829268293,4.13461538461539,0.538461538461538,215,9
Direct,2024-04-26 14:00:00,41,46,24,50.9347826086957,0.585365853658537,4.69565217391304,0.521739130434783,216,14
Direct,2024-04-28 11:00:00,41,48,21,27.8125,0.51219512195122,3.5625,0.4375,171,11
Direct,2024-04-28 15:00:00,41,53,22,21.7358490566038,0.536585365853659,3.9245283018867902,0.415094339622642,208,15
Direct,2024-04-28 17:00:00,41,57,24,63.578947368421105,0.585365853658537,4.49122807017544,0.421052631578947,256,17
Organic Search,2024-04-10 01:00:00,41,47,23,29.5744680851064,0.560975609756098,3.40425531914894,0.48936170212766,160,1
Organic Search,2024-04-14 09:00:00,41,47,30,73.2127659574468,0.731707317073171,5.63829787234043,0.638297872340426,265,9
Organic Search,2024-04-20 20:00:00,41,50,28,62.4,0.682926829268293,5.96,0.56,298,20
Organic Search,2024-04-21 13:00:00,41,48,29,51.20833333333329,0.707317073170732,3.9375,0.604166666666667,189,13
Organic Search,2024-04-21 19:00:00,41,56,28,51.5714285714286,0.682926829268293,3.8214285714285694,0.5,214,19
Organic Search,2024-04-23 17:00:00,41,49,30,72.3877551020408,0.731707317073171,4.6530612244898,0.612244897959184,228,17
Organic Search,2024-04-27 17:00:00,41,48,29,25.8958333333333,0.707317073170732,3.8125,0.604166666666667,183,17
Organic Search,2024-04-28 15:00:00,41,48,24,58.3125,0.585365853658537,4.375,0.5,210,15
Organic Search,2024-05-03 23:00:00,41,47,31,55.4893617021277,0.75609756097561,5.1063829787234,0.659574468085106,240,23
Organic Social,2024-04-28 07:00:00,41,54,29,31.5740740740741,0.707317073170732,4.18518518518519,0.537037037037037,226,7
Organic Social,2024-05-01 08:00:00,41,55,25,59.0363636363636,0.609756097560976,4.47272727272727,0.454545454545455,246,8
Referral,2024-04-07 00:00:00,41,47,29,107.127659574468,0.707317073170732,5.74468085106383,0.617021276595745,270,0
Referral,2024-04-10 23:00:00,41,43,30,101.720930232558,0.731707317073171,5.69767441860465,0.697674418604651,245,23
Referral,2024-04-11 00:00:00,41,53,33,198.433962264151,0.804878048780488,5.9622641509434,0.622641509433962,316,0
Referral,2024-04-11 01:00:00,41,46,32,94.5217391304348,0.780487804878049,5.32608695652174,0.695652173913044,245,1
Referral,2024-04-11 16:00:00,41,52,30,79.9230769230769,0.731707317073171,5.28846153846154,0.576923076923077,275,16
Referral,2024-04-13 11:00:00,41,51,39,133.56862745098,0.951219512195122,7.11764705882353,0.764705882352941,363,11
Referral,2024-04-14 14:00:00,41,48,32,119.729166666667,0.780487804878049,6.0,0.666666666666667,288,14
Referral,2024-04-19 17:00:00,41,49,33,82.6734693877551,0.804878048780488,4.24489795918367,0.673469387755102,208,17
Referral,2024-04-20 13:00:00,41,46,28,68.1304347826087,0.682926829268293,6.06521739130435,0.608695652173913,279,13
Referral,2024-04-21 15:00:00,41,53,32,83.1509433962264,0.780487804878049,5.79245283018868,0.60377358490566,307,15
Referral,2024-04-22 09:00:00,41,50,32,33.68,0.780487804878049,4.36,0.64,218,9
Direct,2024-04-18 08:00:00,40,52,26,40.3653846153846,0.65,4.98076923076923,0.5,259,8
Direct,2024-04-19 02:00:00,40,45,16,24.6888888888889,0.4,3.6,0.355555555555556,162,2
Direct,2024-04-21 14:00:00,40,52,22,26.7884615384615,0.55,3.63461538461538,0.423076923076923,189,14
Direct,2024-04-27 13:00:00,40,48,24,72.75,0.6,4.14583333333333,0.5,199,13
Direct,2024-04-27 19:00:00,40,52,17,27.5961538461538,0.425,3.88461538461538,0.326923076923077,202,19
Direct,2024-04-29 01:00:00,40,49,20,48.8775510204082,0.5,4.51020408163265,0.408163265306122,221,1
Direct,2024-05-01 10:00:00,40,54,19,42.2777777777778,0.475,4.0,0.351851851851852,216,10
Direct,2024-05-03 09:00:00,40,50,23,31.42,0.575,4.56,0.46,228,9
Organic Search,2024-04-10 09:00:00,40,48,33,55.5,0.825,3.6458333333333295,0.6875,175,9
Organic Search,2024-04-19 07:00:00,40,45,29,49.6,0.725,4.64444444444445,0.644444444444445,209,7
Organic Search,2024-04-21 15:00:00,40,56,29,36.3928571428571,0.725,4.07142857142857,0.517857142857143,228,15
Organic Search,2024-04-27 11:00:00,40,49,24,66.6938775510204,0.6,4.42857142857143,0.489795918367347,217,11
Organic Search,2024-04-30 17:00:00,40,47,21,40.76595744680849,0.525,3.42553191489362,0.446808510638298,161,17
Organic Search,2024-04-30 21:00:00,40,46,24,29.7173913043478,0.6,3.52173913043478,0.521739130434783,162,21
Organic Search,2024-05-03 17:00:00,40,44,29,55.5454545454546,0.725,5.20454545454545,0.659090909090909,229,17
Organic Social,2024-04-08 07:00:00,40,48,32,105.8125,0.8,7.29166666666667,0.666666666666667,350,7
Organic Social,2024-04-09 03:00:00,40,51,25,63.078431372549,0.625,4.17647058823529,0.490196078431373,213,3
Organic Social,2024-04-09 07:00:00,40,54,24,56.4074074074074,0.6,4.98148148148148,0.444444444444444,269,7
Organic Social,2024-04-09 08:00:00,40,64,27,41.875,0.675,4.421875,0.421875,283,8
Organic Social,2024-04-18 07:00:00,40,52,25,48.4230769230769,0.625,5.28846153846154,0.480769230769231,275,7
Organic Social,2024-04-24 02:00:00,40,54,27,30.9074074074074,0.675,4.16666666666667,0.5,225,2
Organic Social,2024-04-25 08:00:00,40,59,29,72.7627118644068,0.725,4.89830508474576,0.491525423728814,289,8
Organic Social,2024-04-27 09:00:00,40,56,29,39.339285714285694,0.725,4.76785714285714,0.517857142857143,267,9
Organic Social,2024-04-29 23:00:00,40,47,25,103.340425531915,0.625,5.57446808510638,0.531914893617021,262,23
Referral,2024-04-09 10:00:00,40,50,37,104.82,0.925,5.8,0.74,290,10
Referral,2024-04-11 23:00:00,40,46,28,56.7826086956522,0.7,4.93478260869565,0.608695652173913,227,23
Referral,2024-04-12 00:00:00,40,52,32,162.461538461538,0.8,6.61538461538462,0.615384615384615,344,0
Referral,2024-04-14 10:00:00,40,50,27,42.2,0.675,6.22,0.54,311,10
Referral,2024-04-27 23:00:00,40,44,31,141.840909090909,0.775,7.04545454545455,0.704545454545455,310,23
Referral,2024-04-28 15:00:00,40,43,30,82.5348837209302,0.75,6.6046511627907,0.697674418604651,284,15
Referral,2024-04-30 00:00:00,40,49,30,109.836734693878,0.75,5.53061224489796,0.612244897959184,271,0
Referral,2024-04-30 17:00:00,40,49,27,141.020408163265,0.675,5.08163265306123,0.551020408163265,249,17
Referral,2024-05-03 01:00:00,40,41,29,118.219512195122,0.725,7.73170731707317,0.707317073170732,317,1
Direct,2024-04-06 16:00:00,39,49,23,50.755102040816304,0.58974358974359,3.63265306122449,0.469387755102041,178,16
Direct,2024-04-09 07:00:00,39,44,16,29.4772727272727,0.41025641025641,4.20454545454545,0.363636363636364,185,7
Direct,2024-04-13 15:00:00,39,49,20,90.9183673469388,0.512820512820513,3.93877551020408,0.408163265306122,193,15
Direct,2024-04-14 10:00:00,39,48,17,46.625,0.435897435897436,4.5625,0.354166666666667,219,10
Direct,2024-04-22 02:00:00,39,46,26,34.6304347826087,0.666666666666667,4.04347826086957,0.565217391304348,186,2
Direct,2024-04-24 09:00:00,39,47,16,63.76595744680849,0.41025641025641,4.04255319148936,0.340425531914894,190,9
Direct,2024-04-26 09:00:00,39,50,23,42.54,0.58974358974359,3.62,0.46,181,9
Direct,2024-04-28 16:00:00,39,49,20,20.3061224489796,0.512820512820513,3.61224489795918,0.408163265306122,177,16
Direct,2024-04-28 18:00:00,39,49,20,19.3469387755102,0.512820512820513,4.0,0.408163265306122,196,18
Direct,2024-04-29 09:00:00,39,48,24,34.5833333333333,0.615384615384615,4.1875,0.5,201,9
Direct,2024-04-30 16:00:00,39,55,26,61.6,0.666666666666667,4.07272727272727,0.472727272727273,224,16
Direct,2024-05-02 00:00:00,39,57,23,32.9649122807018,0.58974358974359,3.54385964912281,0.403508771929825,202,0
Organic Search,2024-04-06 21:00:00,39,45,31,48.0666666666667,0.794871794871795,4.2,0.688888888888889,189,21
Organic Search,2024-04-07 14:00:00,39,44,29,98.4318181818182,0.743589743589744,3.93181818181818,0.659090909090909,173,14
Organic Search,2024-04-08 00:00:00,39,49,29,27.0408163265306,0.743589743589744,3.36734693877551,0.591836734693878,165,0
Organic Search,2024-04-10 00:00:00,39,54,30,28.3703703703704,0.769230769230769,3.74074074074074,0.555555555555556,202,0
Organic Search,2024-04-15 01:00:00,39,43,25,44.0,0.641025641025641,3.48837209302326,0.581395348837209,150,1
Organic Search,2024-04-23 23:00:00,39,44,23,49.7727272727273,0.58974358974359,4.59090909090909,0.522727272727273,202,23
Organic Search,2024-04-28 12:00:00,39,42,32,36.6904761904762,0.820512820512821,4.07142857142857,0.761904761904762,171,12
Organic Search,2024-05-01 12:00:00,39,46,29,26.0869565217391,0.743589743589744,4.0,0.630434782608696,184,12
Organic Search,2024-05-01 13:00:00,39,47,30,45.0425531914894,0.769230769230769,4.25531914893617,0.638297872340426,200,13
Organic Search,2024-05-01 17:00:00,39,47,29,41.9787234042553,0.743589743589744,3.53191489361702,0.617021276595745,166,17
Organic Social,2024-04-07 03:00:00,39,48,31,44.52083333333329,0.794871794871795,5.08333333333333,0.645833333333333,244,3
Organic Social,2024-04-10 05:00:00,39,48,20,52.39583333333329,0.512820512820513,5.08333333333333,0.416666666666667,244,5
Organic Social,2024-04-20 02:00:00,39,51,28,35.2745098039216,0.717948717948718,3.84313725490196,0.549019607843137,196,2
Organic Social,2024-05-02 02:00:00,39,45,37,95.0444444444445,0.948717948717949,6.57777777777778,0.822222222222222,296,2
Organic Social,2024-05-03 04:00:00,39,49,23,17.8775510204082,0.58974358974359,3.8979591836734704,0.469387755102041,191,4
Referral,2024-04-07 13:00:00,39,47,28,50.0425531914894,0.717948717948718,4.87234042553192,0.595744680851064,229,13
Referral,2024-04-13 19:00:00,39,43,29,50.1860465116279,0.743589743589744,4.86046511627907,0.674418604651163,209,19
Referral,2024-04-15 17:00:00,39,52,29,61.5,0.743589743589744,4.86538461538462,0.557692307692308,253,17
Referral,2024-04-19 23:00:00,39,44,28,117.977272727273,0.717948717948718,5.70454545454545,0.636363636363636,251,23
Referral,2024-04-21 12:00:00,39,43,27,27.2325581395349,0.692307692307692,4.32558139534884,0.627906976744186,186,12
Referral,2024-04-21 23:00:00,39,46,26,44.8260869565217,0.666666666666667,6.30434782608696,0.565217391304348,290,23
Referral,2024-04-26 14:00:00,39,50,30,58.8,0.769230769230769,4.92,0.6,246,14
Referral,2024-04-27 00:00:00,39,51,33,69.9803921568628,0.846153846153846,4.70588235294118,0.647058823529412,240,0
Referral,2024-04-30 07:00:00,39,48,31,74.0416666666667,0.794871794871795,4.10416666666667,0.645833333333333,197,7
Referral,2024-05-02 08:00:00,39,50,22,55.0,0.564102564102564,4.64,0.44,232,8
Referral,2024-05-02 23:00:00,39,45,27,59.0444444444444,0.692307692307692,5.06666666666667,0.6,228,23
Direct,2024-04-06 22:00:00,38,49,18,33.0408163265306,0.473684210526316,3.51020408163265,0.36734693877551,172,22
Direct,2024-04-06 23:00:00,38,47,16,43.5531914893617,0.421052631578947,4.31914893617021,0.340425531914894,203,23
Direct,2024-04-07 14:00:00,38,45,26,61.7777777777778,0.68421052631579,4.22222222222222,0.577777777777778,190,14
Direct,2024-04-09 19:00:00,38,48,25,47.125,0.657894736842105,4.0625,0.520833333333333,195,19
Direct,2024-04-10 08:00:00,38,50,23,66.1,0.605263157894737,3.8,0.46,190,8
Direct,2024-04-10 09:00:00,38,48,25,33.5625,0.657894736842105,3.8541666666666705,0.520833333333333,185,9
Direct,2024-04-13 17:00:00,38,51,23,40.9019607843137,0.605263157894737,3.82352941176471,0.450980392156863,195,17
Direct,2024-04-20 17:00:00,38,50,26,31.34,0.68421052631579,4.18,0.52,209,17
Direct,2024-04-21 11:00:00,38,52,20,37.8461538461539,0.526315789473684,3.84615384615385,0.384615384615385,200,11
Direct,2024-04-24 10:00:00,38,50,25,43.86,0.657894736842105,3.86,0.5,193,10
Direct,2024-04-30 12:00:00,38,52,27,64.3846153846154,0.710526315789474,3.96153846153846,0.519230769230769,206,12
Direct,2024-05-01 00:00:00,38,50,20,55.54,0.526315789473684,3.56,0.4,178,0
Organic Search,2024-04-06 10:00:00,38,51,28,62.66666666666671,0.736842105263158,4.90196078431373,0.549019607843137,250,10
Organic Search,2024-04-06 22:00:00,38,48,23,55.14583333333329,0.605263157894737,3.3125,0.479166666666667,159,22
Organic Search,2024-04-07 12:00:00,38,45,27,58.7555555555556,0.710526315789474,4.26666666666667,0.6,192,12
Organic Search,2024-04-09 10:00:00,38,53,25,27.5471698113208,0.657894736842105,4.05660377358491,0.471698113207547,215,10
Organic Search,2024-04-11 16:00:00,38,42,25,34.0952380952381,0.657894736842105,3.5952380952381,0.595238095238095,151,16
Organic Search,2024-04-14 15:00:00,38,44,31,48.5227272727273,0.815789473684211,5.15909090909091,0.704545454545455,227,15
Organic Search,2024-04-20 17:00:00,38,46,24,35.4347826086957,0.631578947368421,4.04347826086957,0.521739130434783,186,17
Organic Search,2024-04-21 00:00:00,38,53,31,23.6792452830189,0.815789473684211,3.7358490566037696,0.584905660377359,198,0
Organic Search,2024-04-21 10:00:00,38,48,26,23.2916666666667,0.68421052631579,3.6458333333333295,0.541666666666667,175,10
Organic Search,2024-04-21 14:00:00,38,47,27,61.340425531914896,0.710526315789474,3.59574468085106,0.574468085106383,169,14
Organic Search,2024-04-24 16:00:00,38,49,24,32.0,0.631578947368421,4.89795918367347,0.489795918367347,240,16
Organic Search,2024-04-26 23:00:00,38,42,21,54.476190476190496,0.552631578947369,4.42857142857143,0.5,186,23
Organic Search,2024-04-27 12:00:00,38,47,26,30.7872340425532,0.68421052631579,3.4468085106383,0.553191489361702,162,12
Organic Search,2024-05-01 10:00:00,38,44,33,42.75,0.868421052631579,4.25,0.75,187,10
Organic Social,2024-04-07 04:00:00,38,43,23,53.7674418604651,0.605263157894737,5.93023255813954,0.534883720930233,255,4
Organic Social,2024-04-15 07:00:00,38,46,20,85.0652173913043,0.526315789473684,4.76086956521739,0.434782608695652,219,7
Organic Social,2024-04-16 03:00:00,38,52,25,69.75,0.657894736842105,4.51923076923077,0.480769230769231,235,3
Organic Social,2024-04-22 07:00:00,38,52,22,49.0961538461539,0.578947368421053,5.05769230769231,0.423076923076923,263,7
Organic Social,2024-04-23 02:00:00,38,46,33,72.304347826087,0.868421052631579,6.36956521739131,0.717391304347826,293,2
Referral,2024-04-08 00:00:00,38,44,33,122.681818181818,0.868421052631579,5.70454545454545,0.75,251,0
Referral,2024-04-09 09:00:00,38,45,29,72.2444444444444,0.763157894736842,5.4,0.644444444444445,243,9
Referral,2024-04-14 17:00:00,38,47,26,63.76595744680849,0.68421052631579,5.63829787234043,0.553191489361702,265,17
Referral,2024-04-21 16:00:00,38,42,30,104.857142857143,0.789473684210526,5.71428571428571,0.714285714285714,240,16
Referral,2024-04-28 14:00:00,38,44,32,171.522727272727,0.842105263157895,7.25,0.727272727272727,319,14
Referral,2024-05-03 23:00:00,38,44,27,60.0,0.710526315789474,5.20454545454545,0.613636363636364,229,23
Direct,2024-04-15 01:00:00,37,48,21,39.0,0.567567567567568,3.5,0.4375,168,1
Direct,2024-04-16 07:00:00,37,45,21,43.88888888888889,0.567567567567568,3.62222222222222,0.466666666666667,163,7
Direct,2024-04-20 18:00:00,37,47,20,18.2340425531915,0.540540540540541,3.38297872340426,0.425531914893617,159,18
Direct,2024-04-27 22:00:00,37,51,18,34.1372549019608,0.486486486486487,3.94117647058824,0.352941176470588,201,22
Organic Search,2024-04-11 01:00:00,37,46,22,39.0652173913044,0.594594594594595,3.6304347826087,0.478260869565217,167,1
Organic Search,2024-04-11 09:00:00,37,44,23,34.2272727272727,0.621621621621622,3.56818181818182,0.522727272727273,157,9
Organic Search,2024-04-13 01:00:00,37,44,27,80.7727272727273,0.72972972972973,4.06818181818182,0.613636363636364,179,1
Organic Search,2024-04-13 09:00:00,37,42,27,38.8809523809524,0.72972972972973,6.69047619047619,0.642857142857143,281,9
Organic Search,2024-04-13 13:00:00,37,45,23,29.1555555555556,0.621621621621622,3.46666666666667,0.511111111111111,156,13
Organic Search,2024-04-18 00:00:00,37,52,24,37.9038461538462,0.648648648648649,3.98076923076923,0.461538461538462,207,0
Organic Search,2024-04-27 16:00:00,37,44,22,28.1590909090909,0.594594594594595,4.772727272727271,0.5,210,16
Organic Search,2024-05-01 23:00:00,37,40,24,61.25,0.648648648648649,4.45,0.6,178,23
Organic Search,2024-05-03 21:00:00,37,40,21,72.575,0.567567567567568,4.625,0.525,185,21
Organic Social,2024-04-06 03:00:00,37,51,26,56.4901960784314,0.702702702702703,4.31372549019608,0.509803921568627,220,3
Organic Social,2024-04-11 08:00:00,37,52,23,61.2884615384615,0.621621621621622,3.90384615384615,0.442307692307692,203,8
Organic Social,2024-04-12 03:00:00,37,52,24,28.2884615384615,0.648648648648649,3.48076923076923,0.461538461538462,181,3
Organic Social,2024-04-23 07:00:00,37,43,20,58.3953488372093,0.540540540540541,6.30232558139535,0.465116279069767,271,7
Organic Social,2024-04-28 02:00:00,37,51,26,31.5882352941177,0.702702702702703,4.25490196078431,0.509803921568627,217,2
Organic Social,2024-04-29 01:00:00,37,45,24,58.0,0.648648648648649,5.88888888888889,0.533333333333333,265,1
Referral,2024-04-06 14:00:00,37,41,29,52.3658536585366,0.783783783783784,5.07317073170732,0.707317073170732,208,14
Referral,2024-04-07 10:00:00,37,42,32,66.0476190476191,0.864864864864865,5.66666666666667,0.761904761904762,238,10
Referral,2024-04-14 15:00:00,37,41,29,90.4390243902439,0.783783783783784,5.58536585365854,0.707317073170732,229,15
Referral,2024-04-14 23:00:00,37,44,27,91.6818181818182,0.72972972972973,6.727272727272729,0.613636363636364,296,23
Referral,2024-04-16 00:00:00,37,52,28,85.1730769230769,0.756756756756757,7.76923076923077,0.538461538461538,404,0
Referral,2024-04-16 09:00:00,37,41,33,86.8048780487805,0.891891891891892,5.02439024390244,0.804878048780488,206,9
Referral,2024-04-18 13:00:00,37,45,25,104.0,0.675675675675676,5.82222222222222,0.555555555555556,262,13
Referral,2024-04-20 14:00:00,37,41,27,72.9268292682927,0.72972972972973,7.02439024390244,0.658536585365854,288,14
Referral,2024-04-24 00:00:00,37,42,29,169.97619047619,0.783783783783784,7.42857142857143,0.690476190476191,312,0
Referral,2024-04-24 09:00:00,37,46,33,69.8478260869565,0.891891891891892,5.82608695652174,0.717391304347826,268,9
Referral,2024-04-28 11:00:00,37,46,31,68.4347826086957,0.837837837837838,6.36956521739131,0.673913043478261,293,11
Referral,2024-04-28 13:00:00,37,46,33,60.2173913043478,0.891891891891892,4.86956521739131,0.717391304347826,224,13
Referral,2024-04-28 16:00:00,37,42,31,126.690476190476,0.837837837837838,6.80952380952381,0.738095238095238,286,16
Referral,2024-04-28 23:00:00,37,43,24,66.3953488372093,0.648648648648649,5.06976744186047,0.558139534883721,218,23
Referral,2024-05-01 08:00:00,37,40,33,61.075,0.891891891891892,6.275,0.825,251,8
Direct,2024-04-07 10:00:00,36,44,22,26.3863636363636,0.611111111111111,5.25,0.5,231,10
Direct,2024-04-09 09:00:00,36,45,20,42.5111111111111,0.555555555555556,5.06666666666667,0.444444444444444,228,9
Direct,2024-04-09 12:00:00,36,50,18,23.0,0.5,3.6,0.36,180,12
Direct,2024-04-11 00:00:00,36,41,23,79.9024390243903,0.638888888888889,4.80487804878049,0.560975609756098,197,0
Direct,2024-04-11 09:00:00,36,48,20,20.0625,0.555555555555556,3.35416666666667,0.416666666666667,161,9
Direct,2024-04-14 13:00:00,36,47,19,37.6808510638298,0.527777777777778,3.97872340425532,0.404255319148936,187,13
Direct,2024-04-17 07:00:00,36,48,17,23.1458333333333,0.472222222222222,3.6875,0.354166666666667,177,7
Direct,2024-04-23 01:00:00,36,46,20,53.6739130434783,0.555555555555556,4.91304347826087,0.434782608695652,226,1
Direct,2024-04-23 21:00:00,36,47,23,65.1063829787234,0.638888888888889,4.82978723404255,0.48936170212766,227,21
Direct,2024-04-26 03:00:00,36,46,25,57.5,0.694444444444444,3.78260869565217,0.543478260869565,174,3
Direct,2024-05-03 08:00:00,36,43,15,9.32558139534884,0.416666666666667,3.44186046511628,0.348837209302326,148,8
Direct,2024-05-03 11:00:00,36,47,21,23.8085106382979,0.583333333333333,4.0,0.446808510638298,188,11
Organic Search,2024-04-11 10:00:00,36,48,24,53.08333333333329,0.666666666666667,3.39583333333333,0.5,163,10
Organic Search,2024-04-12 08:00:00,36,44,26,47.0909090909091,0.722222222222222,3.75,0.590909090909091,165,8
Organic Search,2024-04-20 23:00:00,36,43,22,44.2325581395349,0.611111111111111,4.5813953488372094,0.511627906976744,197,23
Organic Search,2024-04-22 09:00:00,36,49,24,37.714285714285694,0.666666666666667,3.40816326530612,0.489795918367347,167,9
Organic Search,2024-04-26 00:00:00,36,46,23,64.3478260869565,0.638888888888889,4.04347826086957,0.5,186,0
Organic Search,2024-04-28 13:00:00,36,41,24,96.9024390243903,0.666666666666667,4.58536585365854,0.585365853658537,188,13
Organic Search,2024-04-29 00:00:00,36,47,26,31.5531914893617,0.722222222222222,3.59574468085106,0.553191489361702,169,0
Organic Search,2024-04-29 09:00:00,36,44,22,43.5,0.611111111111111,4.11363636363636,0.5,181,9
Organic Search,2024-05-01 11:00:00,36,40,24,43.6,0.666666666666667,3.65,0.6,146,11
Organic Search,2024-05-01 21:00:00,36,43,27,35.046511627907,0.75,4.09302325581395,0.627906976744186,176,21
Organic Search,2024-05-03 20:00:00,36,37,25,51.1351351351351,0.694444444444444,4.75675675675676,0.675675675675676,176,20
Organic Social,2024-04-15 04:00:00,36,45,23,54.8444444444444,0.638888888888889,4.8,0.511111111111111,216,4
Organic Social,2024-04-24 04:00:00,36,42,26,42.0714285714286,0.722222222222222,4.69047619047619,0.619047619047619,197,4
Organic Social,2024-04-25 02:00:00,36,52,23,36.5576923076923,0.638888888888889,3.53846153846154,0.442307692307692,184,2
Organic Social,2024-04-29 05:00:00,36,45,28,34.8666666666667,0.777777777777778,5.48888888888889,0.622222222222222,247,5
Organic Social,2024-05-01 03:00:00,36,43,19,40.093023255814,0.527777777777778,4.06976744186047,0.441860465116279,175,3
Referral,2024-04-10 09:00:00,36,44,29,75.1363636363636,0.805555555555556,4.75,0.659090909090909,209,9
Referral,2024-04-13 15:00:00,36,40,27,74.325,0.75,5.425,0.675,217,15
Referral,2024-04-21 14:00:00,36,40,30,61.1,0.833333333333333,5.0,0.75,200,14
Referral,2024-04-24 01:00:00,36,43,26,97.1627906976744,0.722222222222222,5.18604651162791,0.604651162790698,223,1
Referral,2024-05-02 00:00:00,36,48,28,106.645833333333,0.777777777777778,6.47916666666667,0.583333333333333,311,0
Direct,2024-04-06 15:00:00,35,42,20,41.0714285714286,0.571428571428571,4.85714285714286,0.476190476190476,204,15
Direct,2024-04-11 05:00:00,35,36,24,51.1944444444444,0.685714285714286,4.61111111111111,0.666666666666667,166,5
Direct,2024-04-16 06:00:00,35,42,24,55.8809523809524,0.685714285714286,3.76190476190476,0.571428571428571,158,6
Direct,2024-04-21 17:00:00,35,44,17,16.7272727272727,0.485714285714286,3.31818181818182,0.386363636363636,146,17
Direct,2024-04-22 00:00:00,35,48,19,45.52083333333329,0.542857142857143,4.08333333333333,0.395833333333333,196,0
Direct,2024-04-22 09:00:00,35,42,22,67.0476190476191,0.628571428571429,4.57142857142857,0.523809523809524,192,9
Direct,2024-04-25 10:00:00,35,47,20,58.5744680851064,0.571428571428571,4.12765957446809,0.425531914893617,194,10
Direct,2024-04-27 01:00:00,35,42,19,91.2619047619048,0.542857142857143,4.5,0.452380952380952,189,1
Direct,2024-04-27 15:00:00,35,46,18,33.2391304347826,0.514285714285714,4.54347826086957,0.391304347826087,209,15
Organic Search,2024-04-09 09:00:00,35,42,24,29.3809523809524,0.685714285714286,3.5,0.571428571428571,147,9
Organic Search,2024-04-19 08:00:00,35,45,28,31.9777777777778,0.8,3.6,0.622222222222222,162,8
Organic Search,2024-04-24 00:00:00,35,48,24,57.10416666666671,0.685714285714286,3.9583333333333295,0.5,190,0
Organic Search,2024-04-28 23:00:00,35,40,20,47.125,0.571428571428571,4.025,0.5,161,23
